33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,0556488037 0,199951171875 
33644,1112060547 0,199951171875 
33644,3334350586 0,199951171875 
33644,5001068115 0,199951171875 
33644,7223358154 0,199951171875 
33644,9445648193 0,199951171875 
33645,1112365723 0,199951171875 
33645,3334655762 0,199951171875 
